"type","version","basic__name","basic__rune__isrune","basic__rune__tier","basic__rune__type","basic__gold__base","basic__gold__total","basic__gold__sell","basic__gold__purchasable","basic__group","basic__description","basic__colloq","basic__plaintext","basic__consumed","basic__stacks","basic__depth","basic__consumeOnFull","basic__specialRecipe","basic__inStore","basic__hideFromAll","basic__requiredChampion","basic__requiredAlly","basic__stats__FlatHPPoolMod","basic__stats__rFlatHPModPerLevel","basic__stats__FlatMPPoolMod","basic__stats__rFlatMPModPerLevel","basic__stats__PercentHPPoolMod","basic__stats__PercentMPPoolMod","basic__stats__FlatHPRegenMod","basic__stats__rFlatHPRegenModPerLevel","basic__stats__PercentHPRegenMod","basic__stats__FlatMPRegenMod","basic__stats__rFlatMPRegenModPerLevel","basic__stats__PercentMPRegenMod","basic__stats__FlatArmorMod","basic__stats__rFlatArmorModPerLevel","basic__stats__PercentArmorMod","basic__stats__rFlatArmorPenetrationMod","basic__stats__rFlatArmorPenetrationModPerLevel","basic__stats__rPercentArmorPenetrationMod","basic__stats__rPercentArmorPenetrationModPerLevel","basic__stats__FlatPhysicalDamageMod","basic__stats__rFlatPhysicalDamageModPerLevel","basic__stats__PercentPhysicalDamageMod","basic__stats__FlatMagicDamageMod","basic__stats__rFlatMagicDamageModPerLevel","basic__stats__PercentMagicDamageMod","basic__stats__FlatMovementSpeedMod","basic__stats__rFlatMovementSpeedModPerLevel","basic__stats__PercentMovementSpeedMod","basic__stats__rPercentMovementSpeedModPerLevel","basic__stats__FlatAttackSpeedMod","basic__stats__PercentAttackSpeedMod","basic__stats__rPercentAttackSpeedModPerLevel","basic__stats__rFlatDodgeMod","basic__stats__rFlatDodgeModPerLevel","basic__stats__PercentDodgeMod","basic__stats__FlatCritChanceMod","basic__stats__rFlatCritChanceModPerLevel","basic__stats__PercentCritChanceMod","basic__stats__FlatCritDamageMod","basic__stats__rFlatCritDamageModPerLevel","basic__stats__PercentCritDamageMod","basic__stats__FlatBlockMod","basic__stats__PercentBlockMod","basic__stats__FlatSpellBlockMod","basic__stats__rFlatSpellBlockModPerLevel","basic__stats__PercentSpellBlockMod","basic__stats__FlatEXPBonus","basic__stats__PercentEXPBonus","basic__stats__rPercentCooldownMod","basic__stats__rPercentCooldownModPerLevel","basic__stats__rFlatTimeDeadMod","basic__stats__rFlatTimeDeadModPerLevel","basic__stats__rPercentTimeDeadMod","basic__stats__rPercentTimeDeadModPerLevel","basic__stats__rFlatGoldPer10Mod","basic__stats__rFlatMagicPenetrationMod","basic__stats__rFlatMagicPenetrationModPerLevel","basic__stats__rPercentMagicPenetrationMod","basic__stats__rPercentMagicPenetrationModPerLevel","basic__stats__FlatEnergyRegenMod","basic__stats__rFlatEnergyRegenModPerLevel","basic__stats__FlatEnergyPoolMod","basic__stats__rFlatEnergyModPerLevel","basic__stats__PercentLifeStealMod","basic__stats__PercentSpellVampMod","basic__maps__1","basic__maps__8","basic__maps__10","basic__maps__12","data__|","data__|__name","data__|__description","data__|__colloq","data__|__plaintext","data__|__requiredChampion","data__|__specialRecipe","data__|__stacks","data__|__consumed","data__|__consumeOnFull","data__|__inStore","data__|__hideFromAll","data__|__from__001","data__|__from__002","data__|__from__003","data__|__from__004","data__|__from__005","data__|__from__006","data__|__into__001","data__|__into__002","data__|__into__003","data__|__into__004","data__|__into__005","data__|__into__006","data__|__into__007","data__|__into__008","data__|__into__009","data__|__into__010","data__|__into__011","data__|__into__012","data__|__into__013","data__|__into__014","data__|__into__015","data__|__into__016","data__|__into__017","data__|__into__018","data__|__into__019","data__|__image__full","data__|__image__sprite","data__|__image__group","data__|__image__x","data__|__image__y","data__|__image__w","data__|__image__h","data__|__gold__base","data__|__gold__purchasable","data__|__gold__total","data__|__gold__sell","data__|__tags__001","data__|__tags__002","data__|__tags__003","data__|__tags__004","data__|__tags__005","data__|__tags__006","data__|__tags__007","data__|__tags__008","data__|__tags__009","data__|__tags__010","data__|__tags__011","data__|__tags__012","data__|__tags__013","data__|__maps__11","data__|__maps__12","data__|__maps__21","data__|__maps__22","data__|__stats__PercentAttackSpeedMod","data__|__stats__FlatPhysicalDamageMod","data__|__stats__PercentLifeStealMod","data__|__effect__Effect1Amount","data__|__effect__Effect2Amount","data__|__effect__Effect3Amount","data__|__effect__Effect4Amount","data__|__effect__Effect5Amount","data__|__effect__Effect6Amount","data__|__effect__Effect7Amount","data__|__effect__Effect8Amount","data__|__effect__Effect9Amount","data__|__effect__Effect10Amount","data__|__effect__Effect11Amount","data__|__effect__Effect12Amount","data__|__effect__Effect13Amount","data__|__effect__Effect14Amount","data__|__effect__Effect15Amount","data__|__effect__Effect16Amount","data__|__effect__Effect17Amount","data__|__effect__Effect18Amount","data__|__stats__FlatSpellBlockMod","data__|__stats__FlatArmorMod","data__|__stats__FlatMPPoolMod","data__|__stats__FlatMagicDamageMod","data__|__stats__FlatCritChanceMod","data__|__stats__PercentMovementSpeedMod","data__|__stats__FlatHPPoolMod","data__|__stats__FlatHPRegenMod","data__|__depth","data__|__stats__FlatMovementSpeedMod","groups__id","groups__MaxGroupOwnable","tree__header","tree__tags__001","tree__tags__002","tree__tags__003","tree__tags__004","tree__tags__005","tree__tags__006","tree__tags__007","tree__tags__008","tree__tags__009","tree__tags__010"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3004","Manamune","<mainText><stats><attention>35</attention> Attack Damage<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleAD>Attack Damage equal to 2.5% max Mana</scaleAD>. <li><passive>Mana Charge:</passive> Strike a target with an Ability or Attack to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Muramana</rarityLegendary>.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>","","Increases Attack Damage based on maximum Mana","","","","","","","","3070","3133","1036","","","","","","","","","","","","","","","","","","","","","","","3004.png","item0.png","item","384","192","48","48","1050","True","2900","2030","Damage","Mana","CooldownReduction","OnHit","AbilityHaste","","","","","","","","","True","True","True","False","","35","","","","","","","","","","","","","","","","","","","","","","500","","","","","","3","","SiegeRefundGroup","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3006","Berserker's Greaves","<mainText><stats><attention>35%</attention> Attack Speed<br><attention>45</attention> Move Speed</stats></mainText><br>",";","Enhances Movement Speed and Attack Speed","","","","","","","","1001","1042","","","","","","","","","","","","","","","","","","","","","","","","3006.png","item0.png","item","432","192","48","48","500","True","1100","770","AttackSpeed","Boots","","","","","","","","","","","","True","True","True","False","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","45","SiegeShieldGeneratorGroup","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3009","Boots of Swiftness","<mainText><stats><attention>60</attention> Move Speed</stats><br><li>The strength of movement slowing effects is reduced by 25%.</mainText><br>",";","Enhances Movement Speed and reduces the effect of slows","","","","","","","","1001","","","","","","","","","","","","","","","","","","","","","","","","","3009.png","item0.png","item","0","240","48","48","600","True","900","630","Boots","","","","","","","","","","","","","True","True","True","False","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","2","60","SiegeSniperCannonGroup","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3011","Chemtech Putrifier","<mainText><stats><attention>55</attention> Ability Power<br><attention>20</attention> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><li><passive>Puffcap Toxin:</passive> Dealing magic damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds. Healing or shielding another ally will enhance both of you, causing the next damage to enemy champions to apply <status>60% Grievous Wounds</status>.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>","","","","","","","","","","3916","4642","","","","","","","","","","","","","","","","","","","","","","","","3011.png","item0.png","item","48","240","48","48","550","True","2300","1610","SpellDamage","ManaRegen","CooldownReduction","AbilityHaste","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","55","","","","","3","","SiegeTeleportPadGroup","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3020","Sorcerer's Shoes","<mainText><stats><attention>18</attention> Magic Penetration<br><attention>45</attention> Move Speed</stats></mainText><br>",";","Enhances Movement Speed and magic damage","","","","","","","","1001","","","","","","","","","","","","","","","","","","","","","","","","","3020.png","item0.png","item","96","240","48","48","800","True","1100","770","Boots","MagicPenetration","","","","","","","","","","","","True","True","True","False","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","2","45","SiegeTimefieldGroup","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3024","Glacial Buckler","<mainText><stats><attention>20</attention> Armor<br><attention>250</attention> Mana<br><attention>10</attention> Ability Haste</stats></mainText><br>",";","Increases Armor and Cooldown Reduction","","","","","","","","1027","1029","","","","","3050","3110","","","","","","","","","","","","","","","","","","3024.png","item0.png","item","144","240","48","48","250","True","900","630","Armor","Mana","CooldownReduction","AbilityHaste","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","20","250","","","","","","2","","SightstoneActiveItems","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3026","Guardian Angel","<mainText><stats><attention>40</attention> Attack Damage<br><attention>40</attention> Armor</stats><br><li><passive>Saving Grace:</passive> Upon taking lethal damage, restores <healing>50% base Health</healing> and <scaleMana>30% max Mana</scaleMana> after 4 seconds of stasis (300s cooldown).</mainText><br>",";ga","Periodically revives champion upon death","","","","","","","","1038","1031","2420","","","","","","","","","","","","","","","","","","","","","","","3026.png","item0.png","item","192","240","48","48","50","True","2800","1120","Armor","Damage","","","","","","","","","","","","True","False","False","False","","40","","0.5","4","300","0.3","","","","","","","","","","","","","","","","40","","","","","","","3","","SightstoneDisableGroup","0","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3031","Infinity Edge","<mainText><stats><attention>70</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Perfection:</passive> If you have at least 60% Critical Strike Chance, gain35% Critical Strike Damage.</mainText><br>",";ie","Massively enhances critical strikes","","","","","","","","1038","1037","1018","","","","","","","","","","","","","","","","","","","","","","","3031.png","item0.png","item","240","240","48","48","625","True","3400","2380","CriticalStrike","Damage","","","","","","","","","","","","True","True","True","False","","70","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","2","","StopwatchGroup","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3033","Mortal Reminder","<mainText><stats><attention>25</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Sepsis:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds. Dealing 3 consecutive Attacks to an enemy champion enhances this effect to <status>60% Grievous Wounds</status> against them until the effect is allowed to elapse.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",";grievous","Overcomes enemies with high Health recovery and Armor","","","","","","","","3123","3086","","","","","","","","","","","","","","","","","","","","","","","","3033.png","item0.png","item","288","240","48","48","650","True","2500","1750","Damage","CriticalStrike","AttackSpeed","NonbootsMovement","","","","","","","","","","True","True","True","False","0.25","25","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.07","","","3","","TearItems","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3035","Last Whisper","<mainText><stats><attention>20</attention> Attack Damage<br><attention>20%</attention> Armor Penetration</stats></mainText><br>",";lw","Overcomes enemies with high Armor","","","","","","","","1036","1036","","","","","3036","6694","","","","","","","","","","","","","","","","","","3035.png","item0.png","item","336","240","48","48","750","True","1450","1015","ArmorPenetration","Damage","","","","","","","","","","","","True","True","True","False","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","TheBlackSpear","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3036","Lord Dominik's Regards","<mainText><stats><attention>30</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>35%</attention> Armor Penetration</stats><br><li><passive>Giant Slayer:</passive> Deal up to <physicalDamage>15% bonus physical damage</physicalDamage> against champions with greater max Health than you.<br><br><rules>Max damage increase reached when Health difference is greater than 2000.</rules></mainText><br>",";lw","Overcomes enemies with high health and armor","","","","","","","","3035","1018","","","","","","","","","","","","","","","","","","","","","","","","3036.png","item0.png","item","384","240","48","48","950","True","3000","2100","Damage","CriticalStrike","ArmorPenetration","","","","","","","","","","","True","True","True","False","","30","","0.2","","","","","","","","","","","","","","","","","","","","","","0.2","","","","3","","TotalBiscuit","0","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3040","Seraph's Embrace","<mainText><stats><attention>65</attention> Ability Power<br><attention>860</attention> Mana</stats><br><li><passive>Awe:</passive> Gain bonus <scaleAP>Ability Power equal to 5% bonus Mana</scaleAP>.<li><passive>Empyrean:</passive> Increase your maximum mana by 5% + 2.5% per 100 AP.</mainText><br>","","","","3003","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","3040.png","item0.png","item","432","240","48","48","3000","False","3000","2100","SpellDamage","Mana","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","860","65","","","","","","","Trinket","-1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3041","Mejai's Soulstealer","<mainText><stats><attention>20</attention> Ability Power<br><attention>100</attention> Health</stats><br><li><passive>Glory:</passive> Gain 4 stacks for a champion kill or 2 stacks for an assist (up to 25 stacks total). Lose 10 stacks on death.<li><passive>Dread:</passive> Grants <scaleAP>5 Ability Power</scaleAP> per stack of <passive>Glory</passive>. Gain <speed>10% Move Speed</speed> if you have at least 10 stacks.<br><br><rules>Obtained <passive>Glory</passive> stacks are preserved between this item and <rarityGeneric>Dark Seal</rarityGeneric>.</rules></mainText><br>",";","Grants Ability Power for kills and assists","","","","","","","","1082","","","","","","","","","","","","","","","","","","","","","","","","","3041.png","item0.png","item","0","288","48","48","1250","True","1600","1120","Health","SpellDamage","NonbootsMovement","","","","","","","","","","","True","False","False","False","","","","","","","","","","","","","","","","","","","","","","","","","20","","","100","","2","","3001","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3042","Muramana","<mainText><stats><attention>35</attention> Attack Damage<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleAD>Attack Damage equal to 2.5% max Mana</scaleAD>. <li><passive>Shock:</passive> Attacks against champions deal an additional <physicalDamage>1.5% Max Mana physical damage</physicalDamage> (<OnHit>On-Hit</OnHit>). Damaging Abilities against champions deal an additional <physicalDamage>(3.5% for Melee users | 2.7% for Ranged users) Max Mana + 6% Total AD physical damage</physicalDamage>.</mainText><br>","","","","3004","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","3042.png","item0.png","item","48","288","48","48","3000","False","3000","2100","Damage","Mana","CooldownReduction","OnHit","ArmorPenetration","","","","","","","","","True","True","True","False","","35","","","","","","","","","","","","","","","","","","","","","","860","","","","","","","","3011","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3044","Phage","<mainText><stats><attention>15</attention> Attack Damage<br><attention>200</attention> Health</stats><br><li><passive>Sturdy:</passive> After you deal physical damage to a champion, restore <healing>2% max Health</healing> over 6 seconds.<br><br><rules>Restoration reduced to 50% for Ranged users.</rules></mainText><br>",";","Attacks and kills give a small burst of speed","","","","","","","","1028","1036","","","","","6630","3053","3181","6632","","","","","","","","","","","","","","","","3044.png","item0.png","item","96","288","48","48","350","True","1100","770","Health","HealthRegen","Damage","","","","","","","","","","","True","True","True","False","","15","","20","2","60","0","0","0","0","8","","","","","","","","","","","","","","","","","200","","2","","3026","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3046","Phantom Dancer","<mainText><stats><attention>20</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Spectral Waltz:</passive> Attacks grant <status>Ghosting</status> and <speed>7% Move Speed</speed> for 3 seconds. In addition, Attacking 4 times causes Spectral Waltz to also grant <attackSpeed>30% Attack Speed</attackSpeed> for the same duration.<br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>",";pd","Move faster while attacking enemies and gain a shield when on low health.","","","","","","","","1036","3086","1036","","","","","","","","","","","","","","","","","","","","","","","3046.png","item0.png","item","144","288","48","48","850","True","2600","1820","Damage","CriticalStrike","AttackSpeed","NonbootsMovement","","","","","","","","","","True","True","True","False","0.25","20","","0.24","10","550","0.1","0.3","2.5","90","240","600","40","5","0.3","0.7","3","300","1","0.4","9","","","","","0.2","0.07","","","3","","3033","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3047","Plated Steelcaps","<mainText><stats><attention>20</attention> Armor<br><attention>45</attention> Move Speed</stats><br><li>Reduces incoming damage from Attacks by 12%.</mainText><br>",";","Enhances Movement Speed and reduces incoming basic attack damage","","","","","","","","1001","1029","","","","","","","","","","","","","","","","","","","","","","","","3047.png","item0.png","item","192","288","48","48","500","True","1100","770","Armor","Boots","","","","","","","","","","","","True","True","True","False","","","","0.12","","","","","","","","","","","","","","","","","","","20","","","","","","","2","45","3046","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3050","Zeke's Convergence","<mainText><stats><attention>250</attention> Health<br><attention>25</attention> Armor<br><attention>250</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Conduit:</active> Designate an <attention>Accomplice</attention> (60s cooldown).<br><li><passive>Convergence:</passive> For 8 seconds after you <status>Immobilize</status> an enemy, your <attention>Accomplice's</attention> Attacks and Ability hits apply an additional <magicDamage>(30 - 70 (based on level) + 1.5% Health + 7.5% Ability Power) magic damage</magicDamage> to that enemy.<br><br><rules>Champions can only be linked by one Zeke's Convergence at a time.</rules></mainText><br>",";haroldandkumar","Grants you and your ally bonuses when you cast your ultimate.","","","","","","","","3067","3024","","","","","","","","","","","","","","","","","","","","","","","","3050.png","item0.png","item","240","288","48","48","700","True","2400","1680","Health","Armor","Mana","Active","CooldownReduction","OnHit","AbilityHaste","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","25","250","","","","250","","3","","3050","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3051","Hearthbound Axe","<mainText><stats><attention>15</attention> Attack Damage<br><attention>15%</attention> Attack Speed</stats><br><li><passive>Nimble:</passive> Attacking a unit grants <speed>(20 | 10 for Ranged champions) Move Speed</speed> for 2 seconds.</mainText><br>","","","","","","","","","","1042","1036","","","","","3078","6631","3091","","","","","","","","","","","","","","","","","3051.png","item0.png","item","288","288","48","48","450","True","1100","770","Damage","AttackSpeed","NonbootsMovement","","","","","","","","","","","True","True","True","False","0.15","15","","20","2","60","","","","","","","","","","","","","","","","","","","","","","","","2","","3065","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3053","Sterak's Gage","<mainText><stats><attention>50</attention> Attack Damage<br><attention>400</attention> Health</stats><br><li><passive>Bloodlust:</passive> Dealing damage to or taking damage from a champion grants a stack, restoring <healing>(2% max Health | 1.2% max Health for Ranged champions)</healing> over 6 seconds. Stacks beyond the first heal for 50% less.<li><passive>Lifeline:</passive> Upon taking damage that would reduce your Health below 30%, gain a <shield>100 Shield (increased by (8% max Health | 4.8% max Health for Ranged champions) per stack of <passive>Bloodlust</passive>)</shield> for 4 seconds (60s cooldown).<br><br><rules><attention>Bloodlust</attention> stacks up to 5 times; 1 per champion. Healing and bonus shielding reduced to 60% for Ranged users.</rules></mainText><br>",";juggernaut;primal","Shields against large bursts of damage","","","","","","","","1037","3044","1028","","","","","","","","","","","","","","","","","","","","","","","3053.png","item0.png","item","336","288","48","48","725","True","3100","2170","Health","Damage","","","","","","","","","","","","True","True","True","False","","50","","","","","","","","","","","","","","","","","","","","","","","","","","400","","3","","3071","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057","Sheen","<mainText><stats></stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <physicalDamage>(100% base Attack Damage) physical damage</physicalDamage> <OnHit>On-Hit</OnHit> (1.5s cooldown). </mainText><br>",";","Grants a bonus to next attack after spell cast","","","","","","","","","","","","","","3078","3100","3508","6632","","","","","","","","","","","","","","","","3057.png","item0.png","item","384","288","48","48","700","True","700","490","OnHit","","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3072","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3065","Spirit Visage","<mainText><stats><attention>450</attention> Health<br><attention>40</attention> Magic Resist<br><attention>10</attention> Ability Haste<br><attention>100%</attention> Base Health Regen</stats><br><li><passive>Boundless Vitality:</passive> Increases all Healing and Shielding effectiveness on you by 25%.</mainText><br>",";sv","Increases Health and healing effects","","","","","","","","3211","3067","","","","","","","","","","","","","","","","","","","","","","","","3065.png","item0.png","item","432","288","48","48","850","True","2900","2030","Health","SpellBlock","HealthRegen","CooldownReduction","AbilityHaste","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","40","","","","","","450","","3","","3075","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3066","Winged Moonplate","<mainText><stats><attention>150</attention> Health</stats><br><li><passive>Flight:</passive> Grants <speed>5% Move Speed</speed>.</mainText><br>","","","","","","","","","","1028","","","","","","3742","4401","","","","","","","","","","","","","","","","","","3066.png","item0.png","item","0","336","48","48","400","True","800","560","Health","NonbootsMovement","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","150","","2","","3083","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3067","Kindlegem","<mainText><stats><attention>200</attention> Health<br><attention>10</attention> Ability Haste</stats></mainText><br>",";","Increases Health and Cooldown Reduction","","","","","","","","1028","","","","","","3065","2065","6617","3071","3083","6630","3190","3050","3078","3107","3109","3143","4005","4403","4629","6631","6632","6656","8001","3067.png","item0.png","item","48","336","48","48","400","True","800","560","Health","CooldownReduction","AbilityHaste","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","2","","3085","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3068","Sunfire Aegis","<mainText><stats><attention>350</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>20</attention> Ability Haste</stats><br><li><passive>Immolate:</passive> Taking or dealing damage causes you to begin dealing <magicDamage>(12 - 30 (based on level) + 1% bonus Health) magic damage</magicDamage> per second to nearby enemies (increased by 25% against minions and 150% against monsters) for 3 seconds. Damaging Champions or Epic Monsters with this effect adds a stack, increasing subsequent <passive>Immolate</passive> damage by 12% for 5 seconds (max stacks 6).<li><passive>Flametouch:</passive> At maximum <passive>Immolate</passive> stacks, your Attacks burn nearby enemies for your <passive>Immolate</passive> damage per second for 3 seconds.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5%</attention> Tenacity and Slow Resist.</mainText><br>",";","High armor. Constantly deals damage to nearby enemies. Immobilize enemies to release a wave of damaging flame","","","","","","","","6660","3105","","","","","","","","","","","","","","","","","","","","","","","","3068.png","item0.png","item","96","336","48","48","600","True","3200","2240","Health","SpellBlock","Armor","Aura","CooldownReduction","AbilityHaste","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","30","30","","","","","350","","3","","3089","1","","","","","","","","","","",""
