,key,name,title,skins__name01,skins__name02,skins__name03,skins__name04,skins__name05,skins__name06,skins__name07,skins__name08,skins__name09,skins__name010,skins__name011,skins__name012,skins__name013,skins__name014,skins__name015,lore,allytips__001,allytips__002,allytips__003,allytips__004,allytips__005,enemytips__001,enemytips__002,enemytips__003,enemytips__004,tags__001,tags__002,partype,info__attack,info__defense,info__magic,info__difficulty,stats__hp,stats__hpperlevel,stats__mp,stats__mpperlevel,stats__movespeed,stats__armor,stats__armorperlevel,stats__spellblock,stats__spellblockperlevel,stats__attackrange,stats__hpregen,stats__hpregenperlevel,stats__mpregen,stats__mpregenperlevel,stats__attackdamage,stats__attackdamageperlevel,stats__attackspeedperlevel,stats__attackspeed,spells__Q,spells__Q_description,spells__W,spells__W_description,spells__E,spells__E_description,spells__R,spells__R_description,passive__name,passive__description,lore_gpe_0,lore_person_0,lore_gpe_1,lore_org_0,lore_object_0,lore_person_1,lore_norp_0,lore_person_2,lore_event_0,lore_person_3,lore_org_1,lore_norp_1,lore_norp_2,lore_org_2
70,432,Bard,the Wandering Caretaker,Elderwood Bard,Snow Day Bard,Bard Bard,Astronaut Bard,,,,,,,,,,,,"A traveler from beyond the stars, Bard is an agent of serendipity who fights to maintain a balance where life can endure the indifference of chaos. Many Runeterrans sing songs that ponder his extraordinary nature, yet they all agree that the cosmic vagabond is drawn to artifacts of great magical power. Surrounded by a jubilant choir of helpful spirit meeps, it is impossible to mistake his actions as malevolent, as Bard always serves the greater good... in his own odd way.","It's important to collect chimes to improve your meep's attacks, but don't neglect your lane partner! Try to make a big entrance by bringing an ally into the lane with you with Magical Journey.",Let your Caretaker's Shrines charge up - they heal for a lot more when at full power.,"Don't forget that enemies can also use your Magical Journey doorways, and that your ultimate can also hit your allies!",,,"Bard's opponents can also travel through his Magical Journey doorways. You can follow him, if you think it's safe.",You can crush Bard's healing shrines just by walking over them. Don't let his allies take them without a fight.,"Bard's ultimate, Tempered Fate, affects allies, enemies, monsters, and turrets alike. Sometimes it can be to your advantage to jump into it!",,Support,Mage,Mana,4,4,5,9,560.0,89,350.0,50.0,330,34,4.0,30.0,0.5,500,5.5,0.55,6.0,0.45,52.0,3.0,2.0,0.625,Cosmic Binding,"Bard fires a missile which will slow the first enemy struck, and continue onward. If it strikes a wall, it will stun the initial target; if it strikes another enemy, it will stun them both.",Caretaker's Shrine,"Reveals a healing shrine which powers up over a short time, disappearing after healing and speeding up the first ally that touches it.",Magical Journey,Bard opens a portal in nearby terrain. Allies and enemies alike can take a one-way trip through that terrain by moving into the portal.,Tempered Fate,"Bard sends spirit energy arcing to a location, putting all champions, minions, monsters, and turrets hit into stasis for a brief time.",Traveler's Call,"<font color='#FF9900'>Meeps:</font> Bard attracts lesser spirits that assist with his basic attacks to deal extra magic damage. When Bard has collected enough  <font color='#cccc00'>Chimes</font>, his meeps will also deal damage in an area and slow enemies hit.<br><br><font color='#FF9900'>Chimes:</font> Ancient <font color='#cccc00'>chimes</font> randomly appear for Bard to collect. These grant experience, restore mana, and provide out of combat Move Speed.",,Bard,,,,,Runeterrans,,,,,,,
71,25,Morgana,the Fallen,Exiled Morgana,Sinful Succulence Morgana,Blade Mistress Morgana,Blackthorn Morgana,Ghost Bride Morgana,Victorious Morgana,Lunar Wraith Morgana,Bewitching Morgana,Majestic Empress Morgana,Coven Morgana,Dawnbringer Morgana,Bewitching Morgana Prestige Edition,,,,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from the shadows of Demacia—even as others seek to repress it—by casting shields and chains of dark fire. More than anything else, Morgana truly believes that even the banished and outcast may one day rise again.",Shrewd use of Black Shield can determine the outcome of team fights.,Items that provide survivability allow Morgana to become extremely difficult to kill in conjunction with Black Shield and Soul Shackles.,Tormented Shadow is an excellent farming tool if you're by yourself in a lane.,,,"Tormented Shadow deals tons of damage to units missing large amounts of Health. When low on Health, be wary of Morgana's attempts to trap you within its reach.",Morgana often needs to land Dark Binding to setup her other attacks. Use your minions as shields against Dark Binding.,"Black Shield makes Morgana immune to disabling effects, but can be broken with magic damage.",,Mage,Support,Mana,1,6,8,1,560.0,90,340.0,60.0,335,25,3.8,30.0,0.5,450,5.5,0.4,11.0,0.4,56.0,3.5,1.53,0.625,Dark Binding,"Morgana binds an enemy in place with dark magic, forcing them to feel the pain they've caused and dealing magic damage. ",Tormented Shadow,"Morgana casts a cursed shadow on an area, damaging enemies who dare stand in her dark circle. They receive magic damage over time, which increases the lower health they are.",Black Shield,"Morgana anoints an ally with a protective barrier of starfire, which absorbs magical damage and disabling effects until it is broken.",Soul Shackles,"Morgana unleashes the full force of her Celestial power as she unbinds her wings and hovers above the ground. She lashes chains of dark pain onto nearby enemy champions, gaining Move Speed towards them. The chains slow and deal initial damage and, after a delay, stun those who are unable to break them.",Soul Siphon,"Morgana drains spirit from her enemies, healing as she deals damage to champions, large minions, and medium and larger jungler monsters.",,Morgana,,Demacia,,,,,,,,,,
72,92,Riven,the Exile,Redeemed Riven,Crimson Elite Riven,Battle Bunny Riven,Championship Riven,Dragonblade Riven,Arcade Riven,Championship Riven 2016,Dawnbringer Riven,Pulsefire Riven,Valiant Sword Riven,Valiant Sword Riven Prestige Edition,Spirit Blossom Riven,Sentinel Riven,,,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a warband of her own. However, on the Ionian front, Riven's faith in her homeland was tested and ultimately broken. Having severed all ties to the empire, she now seeks to find her place in a shattered world, even as rumors abound that Noxus itself has been reforged...","Riven's Broken Wings locks onto the champion your cursor is over at the time of cast. If you want to move past your opponent, make sure that your cursor is past your opponent as well.","Riven lacks a source of healing or strong defense and must compensate with burst combos. Lead into fights with Broken Wings and Ki Burst, while using Valor to escape and absorb counter-harass.",,,,Riven has a great deal of mobility but she cannot move very far with any one skill. Rooting or silencing her during her combo will greatly reduce her effectiveness.,"All of Riven's damage is physical, prioritize high Armor if an opposing Riven gets out of control.","Riven excels at dueling multiple melee attackers at once, as she will be on an almost equal footing damage-wise. If pairing up against Riven, don't go in as double melee until she has expended her full combo.",,Fighter,Assassin,None,8,5,1,8,560.0,86,0.0,0.0,340,33,3.2,32.0,1.25,125,8.5,0.5,0.0,0.0,64.0,3.0,3.5,0.625,Broken Wings,Riven lashes out in a series of strikes. This ability can be reactivated three times in a short time frame with the third hit knocking back nearby enemies.,Ki Burst,"Riven emits a Ki Burst, damaging and stunning nearby enemies.",Valor,Riven steps forward a short distance and blocks incoming damage.,Blade of the Exile,"Riven empowers her keepsake weapon with energy, and gains Attack Damage and Range. During this time, she also gains the ability to use Wind Slash, a powerful ranged attack, once.",Runic Blade,"Riven's abilities charge her blade, and her basic attacks expend charges to deal an additional damage.",Noxus,Riven,,,,,Ionian,,,,,,,
73,142,Zoe,the Aspect of Twilight,Cyber Pop Zoe,Pool Party Zoe,Star Guardian Zoe,Arcanist Zoe,Arcanist Zoe Prestige Edition,,,,,,,,,,,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without conscious effort or malice. This perhaps explains the breezy nonchalance with which Zoe approaches her duties, giving her plenty of time to focus on playing games, tricking mortals, or otherwise amusing herself. An encounter with Zoe can be joyous and life affirming, but it is always more than it appears and often extremely dangerous.",Paddle Star deals more damage the further it has flown. Casting it behind yourself before redirecting can deal tons of damage.,"Break Sleep with your biggest damage source, since enemies who are asleep take double damage.",Sleepy Trouble Bubble travels further over walls. Find a hiding spot to set up for a long distance kill.,,,Zoe's Paddle Star deals more damage the further it has flown.,"Zoe must return to her starting point after casting Portal Jump, making her vulnerable to a counterattack.",Sleepy Trouble Bubble travels further over walls. Stop Zoe from hiding in fog of war to prevent her from setting the spell up.,,Mage,Support,Mana,1,7,8,5,560.0,92,425.0,25.0,340,21,3.5,30.0,0.5,550,6.5,0.6,8.0,0.65,58.0,3.3,2.5,0.625,Paddle Star!,Zoe fires a missile that she can redirect in flight. Deals more damage the longer it flies in a straight line.,Spell Thief,"Zoe can pick up the remnants of enemy summoner spell and active item casts and cast them once herself. Whenever she casts a summoner spell, she gains 3 missiles that fire at the nearest target.",Sleepy Trouble Bubble,"Causes the target to become drowsy, then fall asleep. The first source of damage that breaks the sleep is doubled, up to a cap.",Portal Jump,Blink to a nearby position for 1 second. Then blink back.,More Sparkles!,Zoe's next basic attack after casting a spell deals bonus magic damage.,,Zoe,,Targon,,,,,,,,,,
74,166,Akshan,the Rogue Sentinel,Cyber Pop Akshan,,,,,,,,,,,,,,,"Raising an eyebrow in the face of danger, Akshan fights evil with dashing charisma, righteous vengeance, and a conspicuous lack of shirts. He is highly skilled in the art of stealth combat, able to evade the eyes of his enemies and reappear when they least expect him. With a keen sense of justice and a legendary death-reversing weapon, he rights the wrongs of Runeterra's many scoundrels while living by his own moral code: “Don't be an ass.”","Raising an eyebrow in the face of danger, Akshan fights evil with dashing charisma, righteous vengeance, and a conspicuous lack of shirts. He is highly skilled in the art of stealth combat, able to evade the eyes of his enemies and reappear when they least expect him. With a keen sense of justice and a legendary death-reversing weapon, he rights the wrongs of Runeterra's many scoundrels while living by his own moral code: “Don't be an ass.”",,,,,,,,,Marksman,Assassin,Mana,0,0,0,0,560.0,90,350.0,40.0,330,26,3.0,30.0,0.5,500,3.75,0.65,8.175,0.7,52.0,3.5,4.0,0.638,Avengerang,"Akshan throws a boomerang that deals damage going out and coming back, extending its range each time it hits an enemy.",Going Rogue,"Akshan passively marks enemy champions as Scoundrels when they kill his ally champions. If Akshan kills a Scoundrel, he resurrects the allies they killed, gains bonus gold, and clears all marks.<br><br>When activated, Akshan enters camouflage and gains Move Speed and Mana Regen while moving towards Scoundrels. Akshan loses the camouflage quickly while he is not in brush or near terrain.",Heroic Swing,"Akshan fires a grappling hook into terrain then swings around it, repeatedly firing at the nearest enemy while swinging. He can jump off early or gets knocked off when colliding with champions or terrain.",Comeuppance,"Akshan locks onto an enemy champion and starts storing bullets. When released, he fires all stored bullets, dealing damage based on missing health to the first champion, minion, or structure hit.",Dirty Fighting,"Every three hits from Akshan's Attacks and Abilities deals bonus damage and grants him a Shield if the target was a champion.<br><br>When Akshan Attacks, he fires an additional Attack for reduced damage. If he cancels the additional Attack, he instead gains Move Speed.",,Akshan,,,,Runeterra,,,,,,,,
75,69,Cassiopeia,the Serpent's Embrace,Desperada Cassiopeia,Siren Cassiopeia,Mythic Cassiopeia,Jade Fang Cassiopeia,Eternum Cassiopeia,Spirit Blossom Cassiopeia,Coven Cassiopeia,,,,,,,,,"Cassiopeia is a deadly creature bent on manipulating others to her sinister will. Youngest and most beautiful daughter of the noble Du Couteau family of Noxus, she ventured deep into the crypts beneath Shurima in search of ancient power. There, she was bitten by a gruesome tomb guardian, whose venom transformed her into a viper-like predator. Cunning and agile, Cassiopeia now slithers under the veil of night, petrifying her enemies with her baleful gaze.",Use Twin Fang on poisoned stationary targets like monsters and units stunned by her Petrifying Gaze for maximum damage.,Lead your enemy when targeting with Noxious Blast to ensure the hit.,,,,Be wary of Cassiopeia's damage potential with Twin Fang when she has you poisoned.,Turn away from Cassiopeia when she is casting Petrifying Gaze to get slowed instead of stunned.,,,Mage,,Mana,2,3,9,10,560.0,90,350.0,60.0,328,18,3.5,32.0,0.5,550,5.5,0.5,8.0,0.8,53.0,3.0,1.5,0.647,Noxious Blast,"Cassiopeia blasts an area with Poison after a brief delay, granting her increased Move Speed if she hits an enemy champion.",Miasma,"Cassiopeia releases several clouds of poison, slowing, grounding, and lightly damaging enemies that pass through them. Grounded enemies cannot use Movement abilities.",Twin Fang,"Cassiopeia lets loose an attack that deals increased damage to Poisoned targets and heals her for a percentage of the damage dealt. If the target dies from this attack, Cassiopeia regains Mana.",Petrifying Gaze,"Cassiopeia releases a swirl of magical energy from her eyes, stunning any enemies in front of her that are facing her and slowing any others with their back turned.",Serpentine Grace,"Cassiopeia gains Move Speed per level, but she cannot purchase Boots items.",Noxus,Du Couteau,Shurima,Youngest,,Cassiopeia,,,,,,,,
76,126,Jayce,the Defender of Tomorrow,Full Metal Jayce,Debonair Jayce,Forsaken Jayce,Jayce Brighthammer,Battle Academia Jayce,Resistance Jayce,Arcane Jayce,,,,,,,,,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his hometown. While revered throughout the city as a hero, he hasn't taken well to the attention heroism brings. Still, Jayce's heart is in the right place, and even those who envy his natural skills are grateful for his protection in the City of Progress.",Be sure to switch stances often. It will enhance your attacks and grant you quick bursts of speed.,"If you find yourself taking lots of damage, try using Jayce's Hammer Stance, as it grants you additional defenses.","For increased range and damage, try casting Shock Blast through the Acceleration Gate.",,,Jayce can attack in melee or at range. Pay attention to his stance and weapon color to know how he is going to attack.,"If you see Jayce drop his Acceleration Gate, be careful, he is probably about to cast Shock Blast.","Jayce is strong in the early game. If he gains the advantage, play defensively.",,Fighter,Marksman,Mana,8,4,3,7,560.0,90,375.0,45.0,335,27,3.5,30.0,0.5,125,6.0,0.6,6.0,0.8,54.0,4.25,3.0,0.6579999999999999,To the Skies! / Shock Blast,Hammer Stance: Leaps to an enemy dealing physical damage and slowing enemies.<br><br>Cannon Stance: Fires an orb of electricity that detonates upon hitting an enemy (or reaching the end of its path) dealing physical damage to all enemies hit.,Lightning Field / Hyper Charge,"Hammer Stance: Passive: Restores Mana per strike. Active: Creates a field of lightning damaging nearby enemies for several seconds.<br><br>Cannon Stance: Gains a burst of energy, increasing Attack Speed to maximum for several attacks.",Thundering Blow / Acceleration Gate,"Hammer Stance: Deals magic damage to an enemy and knocks them back a short distance.<br><br>Cannon Stance: Deploys an Acceleration Gate increasing the Move Speed of all allied champions who pass through it. If Shock Blast is fired through the gate the missile speed, range, and damage will increase.",Mercury Cannon / Mercury Hammer,Hammer Stance: Transforms the Mercury Hammer into the Mercury Cannon gaining new abilities and increased range. The first attack in this form reduces the target's Armor and Magic Resist.<br><br>Cannon Stance: Transforms the Mercury Cannon into the Mercury Hammer gaining new abilities and increasing Armor and Magic Resist. The first attack in this form deals additional magic damage.,Hextech Capacitor,When Jayce swaps weapons he gains movement speed for a short duration.,Piltover,Jayce,the City of Progress,,,,,,,,,,,
77,234,Viego,The Ruined King,Lunar Beast Viego,Dissonance of Pentakill Viego,,,,,,,,,,,,,,"Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving wraith tortured by an obsessive longing for his centuries-dead queen, Viego now stands as the Ruined King, controlling the deadly Harrowings as he scours Runeterra for anything that might one day restore her, and destroying all in his path as the Black Mist pours endlessly from his cruel, broken heart.",,,,,,,,,,Assassin,Fighter,None,6,4,2,5,560.0,95,0.0,0.0,345,34,4.0,32.0,1.25,200,7.0,0.7,0.0,0.0,57.0,3.5,2.5,0.6579999999999999,Blade of the Ruined King,"Viego's spectral blade passively deals bonus percent current Health damage <OnHit>On-Hit</OnHit> and strikes twice vs. enemies he recently hit with an Ability, stealing Health.<br><br>Viego can activate this Ability to thrust his zweihander forward, impaling enemies in front of him.",Spectral Maw,"Viego charges up before dashing forward, releasing a ball of concentrated Black Mist that stuns the first enemy hit.",Harrowed Path,"Viego commands the Black Mist to haunt and surround a piece of terrain. Viego can hide in the Mist as a wraith, gaining camouflage, Move Speed, and Attack Speed.",Heartbreaker,"Viego teleports to a nearby location and executes an enemy champion on arrival, piercing their heart and causing a destructive shockwave around them that knocks away their allies.",Sovereign's Domination,"Enemies who fall before Viego become wraiths. By attacking a wraith, Viego temporarily seizes control of the dead enemy's body, healing for a percentage of his target's max health and gaining access to their basic abilities and items. He replaces their Ultimate with a free cast of his own.",the Black Mist,Viego,,the Ruined King,,Harrowings,,Runeterra,,,,,,
78,113,Sejuani,Fury of the North,Sabretusk Sejuani,Darkrider Sejuani,Traditional Sejuani,Bear Cavalry Sejuani,Poro Rider Sejuani,Beast Hunter Sejuani,Sejuani Dawnchaser,Firecracker Sejuani,Hextech Sejuani,PROJECT: Sejuani,,,,,,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans alike to survive the harsh winters. Sejuani herself spearheads the most dangerous of these attacks from the saddle of her drüvask boar Bristle, using her True Ice flail to freeze and shatter her enemies.","Use Arctic Assault to escape bad situations, interupt channeled spells or chase runners.","Melee allies can stack Frost for your Permafrost, keep an eye on who they are attacking.",Save Glacial Prison for encounters where you have teammates present to take advantage of it.,,,Dodging Arctic Assault and Glacial Prison can give you a huge advantage.,Focus on avoiding the second swing of Winter's Wrath which carries the brunt of the damage.,"Melee enemies can also stack Frost for Sejuani, be very careful around them.",,Tank,Fighter,Mana,5,7,6,4,560.0,100,400.0,40.0,340,34,4.25,32.0,1.25,150,8.5,1.0,7.0,0.7,66.0,4.0,3.5,0.688,Arctic Assault,"Sejuani charges forward, knocking enemies into the air. The charge stops after hitting an enemy champion.",Winter's Wrath,"Sejuani swings her mace twice, dealing damage, slowing enemies and applying Frost stacks.",Permafrost,Sejuani freezes and stuns an enemy champion that has maximum Frost stacks.,Glacial Prison,Sejuani throws her bola that freezes and stuns the first champion hit and creates an ice storm that slows other enemies.,Fury of the North,"After being out of combat, Sejuani gains Frost Armor which grants Armor and Magic Resist and immunity to slows. Frost Armor persists for a short time after Sejuani takes damage.  Sejuani can damage a stunned enemy to shatter it, dealing massive magic damage.",Bristle,Sejuani,,Claw,,,Noxians,,,,Freljord,Demacians,Avarosans,
79,35,Shaco,the Demon Jester,Mad Hatter Shaco,Royal Shaco,Nutcracko,Workshop Shaco,Asylum Shaco,Masked Shaco,Wild Card Shaco,Dark Star Shaco,Arcanist Shaco,Crime City Nightmare Shaco,,,,,,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls he torments. He uses toys and simple tricks to deadly effect, finding the results of his bloody “games” hilarious—and for those who hear a dark chuckle in the dead of night, the Demon Jester may have marked them as his next plaything.",Using Deceive over terrain can help you make a clean escape.,Try getting items with on-hit effects. These will also benefit your Hallucination clone.,Backstab's damage can be increased with increased Critical Damage effects like Infinity Edge.,,,"If Shaco is doing well early-game, it is worth the investment to place Stealth Wards near his Jungle camps.",If Shaco uses Deceive to enter a fight he won't be able to quickly use it again to get away. Work with your team to quickly focus him down.,,,Assassin,,Mana,8,4,6,9,560.0,89,297.0,40.0,345,30,3.5,32.0,1.25,125,8.5,0.55,7.16,0.45,63.0,3.0,3.0,0.6940000000000001,Deceive,"Shaco becomes Invisible and teleports to target location.<br><br>His first attack while Invisible is empowered, dealing bonus damage and critically striking if he attacks from behind.",Jack In The Box,"Shaco creates a hidden animated Jack-in-the-Box. When triggered, it will fear and attack nearby enemies.",Two-Shiv Poison,"Shaco's Shivs passively poison targets on hit, slowing their movement speed. He can throw his Shivs to deal damage and poison the target. The thrown Shiv deals bonus damage if the target is below 30% health.",Hallucinate,"Shaco creates an illusion of himself near him, which can attack nearby enemies (Deals reduced damage to turrets).  Upon death, it explodes, spawning three mini Jack in the Boxes and dealing damage to nearby enemies.",Backstab,Shaco's basic attacks and Two-Shiv Poison deal additional damage when striking from behind.,,Shaco,,the Demon Jester,,,,,,,,,,
80,75,Nasus,the Curator of the Sands,Galactic Nasus,Pharaoh Nasus,Dreadknight Nasus,Riot K-9 Nasus,Infernal Nasus,Archduke Nasus,Worldbreaker Nasus,Lunar Guardian Nasus,Battlecast Nasus,Space Groove Nasus,,,,,,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient empire of Shurima to greatness for many centuries. After the fall of the empire, he went into self-imposed exile, becoming little more than a legend. Now that the ancient city of Shurima has risen once more, he has returned, determined to ensure it never falls again.",Paying attention to last hitting with Siphoning Strike will have a large impact at the end of a game.,"If you're solo, Spirit Fire is a great way to farm a lane. It can be bad if you're in a lane with 2 and you push too far. Find the right balance between Siphoning Strike last hits and AoE farming.","If you have low defenses, people will focus you down even during your ultimate. Try buying some survivability items even in your DPS builds.",,,"While transformed by his ultimate, Nasus is stronger than most champions in the League. Engage him only if you have a clear advantage.","Max rank Wither is a very effective counter to Attack Damage characters, so try to avoid getting caught alone by it.",Nasus is prone to being kited. Try not to engage him at full Health.,,Fighter,Tank,Mana,7,5,6,6,561.0,90,326.0,62.0,350,34,3.5,32.0,1.25,125,9.0,0.9,7.44,0.5,67.0,3.5,3.48,0.638,Siphoning Strike,"Nasus strikes his foe, dealing damage and increasing the power of his future Siphoning Strikes if he slays his target.",Wither,"Nasus ages an enemy champion, decelerating their Move Speed and Attack Speed over time.",Spirit Fire,"Nasus unleashes a spirit flame at a location, dealing damage and reducing the Armor of enemies who stand on it.",Fury of the Sands,"Nasus unleashes a mighty sandstorm that batters nearby enemies. While the storm rages, he gains increased Health, Attack Range, damages nearby enemies, has a reduced cooldown on Siphoning Strike, and gains bonus Armor and Magic Resistance.",Soul Eater,"Nasus drains his foe's spiritual energy, giving him bonus Life Steal.",Shurima,,,,,,,,,,,,,
81,3,Galio,the Colossus,Enchanted Galio,Hextech Galio,Commando Galio,Gatekeeper Galio,Debonair Galio,Birdio,Infernal Galio,Dragon Guardian Galio,,,,,,,,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the most of his time, savoring the thrill of a fight and the rare honor of defending his countrymen. But his triumphs are always bittersweet, for the magic he destroys is also his source of reanimation, and each victory leaves him dormant once again.",You can release Shield of Durand even while crowd controlled.,You can use the minimap ally icons to cast Hero's Entrance.,You can use the step back from Justice Punch to dodge enemy spells.,,,Galio moves slower when he is charging Shield of Durand.,Hero's Entrance can be interrupted before Galio jumps into the air.,Galio cannot traverse walls with Justice Punch.,,Tank,Mage,Mana,1,10,6,5,562.0,112,500.0,40.0,335,24,3.5,32.0,1.25,150,8.0,0.8,9.5,0.7,59.0,3.5,1.5,0.625,Winds of War,Galio fires two windblasts that converge into a large tornado that deals damage over time.,Shield of Durand,"Galio charges a defensive stance, moving slowly. Upon releasing the charge, Galio will taunt and damage nearby enemies.",Justice Punch,"Galio will briefly step back and charge, knocking up the first enemy champion he encounters.",Hero's Entrance,"Galio designates an ally's position as his landing spot, granting all allies in the area a magic shield. After a delay Galio smashes down location, knocking up nearby enemies.",Colossal Smash,"Every few seconds, Galio's next basic attack deals bonus magic damage in an area.",Demacia,Galio,,,,,,,,,,,,
82,15,Sivir,the Battle Mistress,Warrior Princess Sivir,Spectacular Sivir,Huntress Sivir,Bandit Sivir,PAX Sivir,Snowstorm Sivir,Warden Sivir,Victorious Sivir,Neo PAX Sivir,Pizza Delivery Sivir,Blood Moon Sivir,Odyssey Sivir,,,,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her fearless resolve and endless ambition, she prides herself on recovering buried treasures from the perilous tombs of Shurima—for a generous bounty. With ancient forces stirring the very bones of Shurima, Sivir finds herself torn between conflicting destinies.","Sivir's Boomerang Blade returns to her after reaching the max range, so you can shift position to hit enemies who would otherwise have evaded it.","Ricochet resets Sivir's basic attack timer on activation, so activating this immediately after landing a normal basic attack will maximize damage output.",Try saving Spell Shield for enemy abilities that can disable you such as stuns and roots.,,,"Boomerang Blade costs a lot of mana to cast, so dodging it sets Sivir back. If it hits you on the way out, avoid its path on the way back.","Sivir is a powerful pushing champion, so leaving her unattended in a lane for too long will often result in your turrets being destroyed.","When laning against Sivir, it is possible to throw off the timing of her Spell Shield by faking an advance, then backing off.",,Marksman,,Mana,9,3,1,4,562.0,90,325.0,50.0,335,26,3.25,30.0,0.5,500,3.25,0.55,8.0,0.9,63.0,3.0,1.6,0.625,Boomerang Blade,"Sivir hurls her crossblade like a boomerang, dealing damage each way.",Ricochet,"Sivir's next few basic attacks will bounce to nearby targets, dealing reduced damage to secondary targets.",Spell Shield,Creates a magical barrier that blocks a single enemy ability cast on Sivir. She receives Mana back if a spell is blocked.,On The Hunt,"Sivir leads her allies in battle, granting them a surge Move Speed for a period of time. Additionally passively grants Sivir bonus Attack Speed while Ricochet is active.",Fleet of Foot,Sivir gains a short burst of Movement Speed when she attacks an enemy champion.,Shurima,Sivir,,fortune hunter,,,,,,,,,,
83,33,Rammus,the Armordillo,King Rammus,Chrome Rammus,Molten Rammus,Freljord Rammus,Ninja Rammus,Full Metal Rammus,Guardian of the Sands Rammus,Sweeper Rammus,Hextech Rammus,Astronaut Rammus,,,,,,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast transformed by magic. Whatever the truth may be, Rammus keeps his own counsel and stops for no one as he roams the Shuriman desert.",Powerball can be used as an effective escape mechanism.,Using taunt on a champion by your tower can cause the tower to attack your enemy.,"Tremors and Defensive Ball Curl can be used late in the game to obliterate towers. If you're bogged down in a team fight, it is often valuable to break off and attack the buildings.",,,Pay particular attention to when his Defensive Ball Curl is off. Rammus has much lower stats than a normal tank when he's out of the stance.,"Rammus often stacks high Armor, leaving him especially vulnerable to caster damage while not in Defensive Ball Curl.",,,Tank,Fighter,Mana,4,10,5,5,564.0,80,310.0,33.0,335,36,4.3,32.0,1.25,125,8.0,0.55,7.84,0.5,56.0,3.5,2.215,0.6559999999999999,Powerball,"Rammus accelerates in a ball towards his enemies, dealing damage and slowing targets affected by the impact.",Defensive Ball Curl,"Rammus goes into a defensive formation, vastly increasing his Armor and Magic Resistance, amplifying Spiked Shells' damage, and returning damage to enemies that basic attack him, but he is also slowed during this time.",Frenzying Taunt,"Rammus taunts an enemy champion or monster into a reckless assault against him. Additionally, he gains increased Attack Speed for a short time, but this bonus is extended by having any of his other spells active.",Soaring Slam,"Rammus hops into the air and slams down at a target area, dealing magic damage and slowing enemies. If cast while Rammus is in Powerball, Rammus knocks up enemies near the center as well.",Spiked Shell,"Rammus' basic attacks deal bonus magic damage, scaling with his Armor.",,,,,,,Shuriman,,,,,,,
